"XTSOL"|"p_id"|"p_model"|"p_stock"|"p_shipping"|"gm_show_qty_info"|"p_status"|"p_startpage"|"p_sorting"|"p_startpage_sort"
"XTSOL"|"368"|"1114006"|"1000"|"2"|"0"|"1"|"0"|"None"|"None"
